"UniProtID","PathwayID","Pathway.name","reaction.ID","Plant.Reactome.webcite","Reaction.name","plant.species"
"A2WLA3","R-OSA-1119292","Cytokinins 7-N-glucoside biosynthesis","R-OSA-1121046","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1121046","trans-zeatin+UDP-D-glucose->trans-zeatin-7-N-glucoside+UDP","Oryza sativa"
"A2WLA3","R-OSA-1119292","Cytokinins 7-N-glucoside biosynthesis","R-OSA-1119788","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1119788","isopentenyladenine+UDP-D-glucose->isopentenyladenine-9-N-glucoside+UDP","Oryza sativa"
"A2WLA3","R-OSA-1119292","Cytokinins 7-N-glucoside biosynthesis","R-OSA-1120506","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120506","dihydrozeatin-9-N-glucoside+UDP-D-glucose->dihydrozeatin-9-N-glucoside-O-glucoside+UDP","Oryza sativa"
"A2WLA3","R-OSA-1119292","Cytokinins 7-N-glucoside biosynthesis","R-OSA-1120346","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120346","benzyladenine+UDP-D-glucose->benzyladenine-9-N-glucoside+UDP","Oryza sativa"
"A2WLA3","R-OSA-1119292","Cytokinins 7-N-glucoside biosynthesis","R-OSA-1120309","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120309","isopentenyladenine+UDP-D-glucose->isopentenyladenine-7-N-glucoside+UDP","Oryza sativa"
"A2WLA3","R-OSA-1119292","Cytokinins 7-N-glucoside biosynthesis","R-OSA-1120104","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120104","cis-zeatin+UDP-D-glucose->cis-zeatin-O-glucoside+UDP","Oryza sativa"
"A2WLA3","R-OSA-1119292","Cytokinins 7-N-glucoside biosynthesis","R-OSA-1121164","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1121164","dihydrozeatin+UDP-D-glucose->dihydrozeatin-7-N-dihydrozeatin+UDP","Oryza sativa"
"A2WLA3","R-OSA-1119375","Cytokinins 9-N-glucoside biosynthesis","R-OSA-1120469","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120469","cis-zeatin+UDP-D-glucose->cis-zeatin-9-N-glucoside+UDP","Oryza sativa"
"A2WLA3","R-OSA-1119375","Cytokinins 9-N-glucoside biosynthesis","R-OSA-1120934","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120934","trans-zeatin-O-glucoside+UDP-D-glucose->trans-zeatin-O-glucoside-7-N-glucoside+UDP","Oryza sativa"
"A2WLA3","R-OSA-1119375","Cytokinins 9-N-glucoside biosynthesis","R-OSA-1120769","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120769","benzyladenine+UDP-D-glucose->benzyladenine-7-N-glucoside+UDP","Oryza sativa"
"A2WLA3","R-OSA-1119375","Cytokinins 9-N-glucoside biosynthesis","R-OSA-1119803","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1119803","cis-zeatin+UDP-D-glucose->cis-zeatin-7-N-glucoside+UDP","Oryza sativa"
"A2WLA3","R-OSA-1119375","Cytokinins 9-N-glucoside biosynthesis","R-OSA-1120609","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120609","dihydrozeatin+UDP-D-glucose->dihydrozeatin-9-N-glucoside+UDP","Oryza sativa"
"A2WLA3","R-OSA-1119375","Cytokinins 9-N-glucoside biosynthesis","R-OSA-1119657","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1119657","trans-zeatin+UDP-D-glucose->trans-zeatin-O-glucoside+UDP","Oryza sativa"
"A2WLA3","R-OSA-1119375","Cytokinins 9-N-glucoside biosynthesis","R-OSA-1120018","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120018","dihydrozeatin+UDP-D-glucose->dihydrozeatin-O-glucoside+UDP","Oryza sativa"
"A2WLA3","R-OSA-1119375","Cytokinins 9-N-glucoside biosynthesis","R-OSA-1120298","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120298","kinetin+UDP-D-glucose->kinetin-9-N-glucoside+UDP","Oryza sativa"
"A2WLA3","R-OSA-1119375","Cytokinins 9-N-glucoside biosynthesis","R-OSA-1121643","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1121643","trans-zeatin+UDP-D-glucose->trans-zeatin-9-N-glucoside+UDP","Oryza sativa"
"A2WLA3","R-OSA-1119375","Cytokinins 9-N-glucoside biosynthesis","R-OSA-1121503","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1121503","kinetin+UDP-D-glucose->kinetin-7-N-glucoside+UDP","Oryza sativa"
"A2WLA3","R-OSA-1119375","Cytokinins 9-N-glucoside biosynthesis","R-OSA-1121046","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1121046","trans-zeatin+UDP-D-glucose->trans-zeatin-7-N-glucoside+UDP","Oryza sativa"
"A2WLA3","R-OSA-1119375","Cytokinins 9-N-glucoside biosynthesis","R-OSA-1119788","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1119788","isopentenyladenine+UDP-D-glucose->isopentenyladenine-9-N-glucoside+UDP","Oryza sativa"
"A2WLA3","R-OSA-1119375","Cytokinins 9-N-glucoside biosynthesis","R-OSA-1120506","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120506","dihydrozeatin-9-N-glucoside+UDP-D-glucose->dihydrozeatin-9-N-glucoside-O-glucoside+UDP","Oryza sativa"
"A2WLA3","R-OSA-1119375","Cytokinins 9-N-glucoside biosynthesis","R-OSA-1120346","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120346","benzyladenine+UDP-D-glucose->benzyladenine-9-N-glucoside+UDP","Oryza sativa"
"A2WLA3","R-OSA-1119375","Cytokinins 9-N-glucoside biosynthesis","R-OSA-1120309","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120309","isopentenyladenine+UDP-D-glucose->isopentenyladenine-7-N-glucoside+UDP","Oryza sativa"
"A2WLA3","R-OSA-1119375","Cytokinins 9-N-glucoside biosynthesis","R-OSA-1120104","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120104","cis-zeatin+UDP-D-glucose->cis-zeatin-O-glucoside+UDP","Oryza sativa"
"A2WLA3","R-OSA-1119375","Cytokinins 9-N-glucoside biosynthesis","R-OSA-1121164","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1121164","dihydrozeatin+UDP-D-glucose->dihydrozeatin-7-N-dihydrozeatin+UDP","Oryza sativa"
"A2WLA3","R-OSA-1119473","Cytokinins-O-glucoside biosynthesis","R-OSA-1120469","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120469","cis-zeatin+UDP-D-glucose->cis-zeatin-9-N-glucoside+UDP","Oryza sativa"
"A2WLA3","R-OSA-1119473","Cytokinins-O-glucoside biosynthesis","R-OSA-1120934","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120934","trans-zeatin-O-glucoside+UDP-D-glucose->trans-zeatin-O-glucoside-7-N-glucoside+UDP","Oryza sativa"
"A2WLA3","R-OSA-1119473","Cytokinins-O-glucoside biosynthesis","R-OSA-1120769","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120769","benzyladenine+UDP-D-glucose->benzyladenine-7-N-glucoside+UDP","Oryza sativa"
"A2WLA3","R-OSA-1119473","Cytokinins-O-glucoside biosynthesis","R-OSA-1119803","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1119803","cis-zeatin+UDP-D-glucose->cis-zeatin-7-N-glucoside+UDP","Oryza sativa"
"A2WLA3","R-OSA-1119473","Cytokinins-O-glucoside biosynthesis","R-OSA-1120609","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120609","dihydrozeatin+UDP-D-glucose->dihydrozeatin-9-N-glucoside+UDP","Oryza sativa"
"A2WLA3","R-OSA-1119473","Cytokinins-O-glucoside biosynthesis","R-OSA-1119657","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1119657","trans-zeatin+UDP-D-glucose->trans-zeatin-O-glucoside+UDP","Oryza sativa"
"A2WLA3","R-OSA-1119473","Cytokinins-O-glucoside biosynthesis","R-OSA-1120018","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120018","dihydrozeatin+UDP-D-glucose->dihydrozeatin-O-glucoside+UDP","Oryza sativa"
"A2WLA3","R-OSA-1119473","Cytokinins-O-glucoside biosynthesis","R-OSA-1120298","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120298","kinetin+UDP-D-glucose->kinetin-9-N-glucoside+UDP","Oryza sativa"
"A2WLA3","R-OSA-1119473","Cytokinins-O-glucoside biosynthesis","R-OSA-1121643","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1121643","trans-zeatin+UDP-D-glucose->trans-zeatin-9-N-glucoside+UDP","Oryza sativa"
"A2WLA3","R-OSA-1119473","Cytokinins-O-glucoside biosynthesis","R-OSA-1121503","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1121503","kinetin+UDP-D-glucose->kinetin-7-N-glucoside+UDP","Oryza sativa"
"A2WLA3","R-OSA-1119473","Cytokinins-O-glucoside biosynthesis","R-OSA-1121046","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1121046","trans-zeatin+UDP-D-glucose->trans-zeatin-7-N-glucoside+UDP","Oryza sativa"
"A2WLA3","R-OSA-1119473","Cytokinins-O-glucoside biosynthesis","R-OSA-1119788","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1119788","isopentenyladenine+UDP-D-glucose->isopentenyladenine-9-N-glucoside+UDP","Oryza sativa"
"A2WLA3","R-OSA-1119473","Cytokinins-O-glucoside biosynthesis","R-OSA-1120506","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120506","dihydrozeatin-9-N-glucoside+UDP-D-glucose->dihydrozeatin-9-N-glucoside-O-glucoside+UDP","Oryza sativa"
"A2WLA3","R-OSA-1119473","Cytokinins-O-glucoside biosynthesis","R-OSA-1120346","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120346","benzyladenine+UDP-D-glucose->benzyladenine-9-N-glucoside+UDP","Oryza sativa"
"A2WLA3","R-OSA-1119473","Cytokinins-O-glucoside biosynthesis","R-OSA-1120309","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120309","isopentenyladenine+UDP-D-glucose->isopentenyladenine-7-N-glucoside+UDP","Oryza sativa"
"A2WLA3","R-OSA-1119473","Cytokinins-O-glucoside biosynthesis","R-OSA-1120104","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120104","cis-zeatin+UDP-D-glucose->cis-zeatin-O-glucoside+UDP","Oryza sativa"
"A2WLA3","R-OSA-1119473","Cytokinins-O-glucoside biosynthesis","R-OSA-1121164","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1121164","dihydrozeatin+UDP-D-glucose->dihydrozeatin-7-N-dihydrozeatin+UDP","Oryza sativa"
"A2WLB3","R-OSA-1119294","Gibberellin biosynthesis III (early C-13 hydroxylation)","R-OSA-1119676","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1119676","GA20+alpha-ketoglutarate+O2->GA1+succinate+CO2","Oryza sativa"
"A2WLD5","R-OSA-1119482","IAA conjugate biosynthesis I","R-OSA-1120913","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120913","indole-3-acetate beta-glucosyltransferase","Oryza sativa"
"A2WLD5","R-OSA-1119482","IAA conjugate biosynthesis I","R-OSA-1121493","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1121493","delphinidin-3-O-beta-D-glucoside+UDP-D-glucose->delphinidin-3,5-diglucoside+UDP","Oryza sativa"
"A2WLD5","R-OSA-1119550","Gentiodelphin biosynthesis","R-OSA-1120913","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120913","indole-3-acetate beta-glucosyltransferase","Oryza sativa"
"A2WLD5","R-OSA-1119550","Gentiodelphin biosynthesis","R-OSA-1121493","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1121493","delphinidin-3-O-beta-D-glucoside+UDP-D-glucose->delphinidin-3,5-diglucoside+UDP","Oryza sativa"
"A2WLM2","R-OSA-1119334","Ethylene biosynthesis from methionine","R-OSA-1120391","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120391","1-aminocyclopropane-1-carboxylate synthase","Oryza sativa"
"A2WLM2","R-OSA-1119624","Methionine salvage pathway","R-OSA-1120391","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120391","1-aminocyclopropane-1-carboxylate synthase","Oryza sativa"
"A2WM98","R-OSA-1119496","Pantothenate biosynthesis I","R-OSA-1119703","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1119703","3-methyl-2-oxobutanoate hydroxymethyltransferase","Oryza sativa"
"A2WM98","R-OSA-1119544","Pantothenate biosynthesis II","R-OSA-1119703","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1119703","3-methyl-2-oxobutanoate hydroxymethyltransferase","Oryza sativa"
"A2WM99","R-OSA-1119496","Pantothenate biosynthesis I","R-OSA-1119703","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1119703","3-methyl-2-oxobutanoate hydroxymethyltransferase","Oryza sativa"
"A2WM99","R-OSA-1119544","Pantothenate biosynthesis II","R-OSA-1119703","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1119703","3-methyl-2-oxobutanoate hydroxymethyltransferase","Oryza sativa"
"A2WMB2","R-OSA-1119486","IAA biosynthesis I","R-OSA-1119651","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1119651","indole-3-acetaldoxime->indole-3-acetonitrile+H2O","Oryza sativa"
"A2WMB5","R-OSA-1119486","IAA biosynthesis I","R-OSA-1119651","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1119651","indole-3-acetaldoxime->indole-3-acetonitrile+H2O","Oryza sativa"
"A2WMB8","R-OSA-1119486","IAA biosynthesis I","R-OSA-1119651","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1119651","indole-3-acetaldoxime->indole-3-acetonitrile+H2O","Oryza sativa"
"A2WMG4","R-OSA-1119509","Histidine biosynthesis I","R-OSA-1120792","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120792","Histidinol dehydrogenase","Oryza sativa"
"A2WMG4","R-OSA-1119509","Histidine biosynthesis I","R-OSA-1120647","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120647","Histidinol dehydrogenase","Oryza sativa"
"A2WMK3","R-OSA-1119395","Maackiain biosynthesis","R-OSA-1121158","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1121158","2'-hydroxypseudobaptigenin+NADPH->(-)-sophorol+NADP+","Oryza sativa"
"A2WMK3","R-OSA-1119395","Maackiain biosynthesis","R-OSA-1120912","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120912","2-hydroxyformononetin+NADPH->(-)-vestitone+NADP+","Oryza sativa"
"A2WMK3","R-OSA-1119453","Medicarpin biosynthesis","R-OSA-1121158","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1121158","2'-hydroxypseudobaptigenin+NADPH->(-)-sophorol+NADP+","Oryza sativa"
"A2WMK3","R-OSA-1119453","Medicarpin biosynthesis","R-OSA-1120912","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120912","2-hydroxyformononetin+NADPH->(-)-vestitone+NADP+","Oryza sativa"
"A2WNB8","R-OSA-4827054","Tetrapyrrole biosynthesis I","R-OSA-4827067","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-4827067","glutamate-tRNA ligase","Oryza sativa"
"A2WNE7","R-OSA-1119533","TCA cycle (plant)","R-OSA-1120159","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120159","3-isopropylmalate dehydrogenase","Oryza sativa"
"A2WNE7","R-OSA-1119533","TCA cycle (plant)","R-OSA-1120194","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120194","isocitrate + NAD+ => 2-oxoglutarate + CO2 + NADH + H+","Oryza sativa"
"A2WNE7","R-OSA-1119540","Leucine biosynthesis","R-OSA-1120159","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120159","3-isopropylmalate dehydrogenase","Oryza sativa"
"A2WNE7","R-OSA-1119540","Leucine biosynthesis","R-OSA-1120194","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120194","isocitrate + NAD+ => 2-oxoglutarate + CO2 + NADH + H+","Oryza sativa"
"A2WNF2","R-OSA-1119509","Histidine biosynthesis I","R-OSA-1120150","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120150","Phosphoribosyl-AMP cyclohydrolase","Oryza sativa"
"A2WNF2","R-OSA-1119509","Histidine biosynthesis I","R-OSA-1120451","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120451","Phosphoribosyl-ATP pyrophosphatase","Oryza sativa"
"A2WNM0","R-OSA-5608118","Auxin signalling","R-OSA-5608208","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-5608208","ARF inactivation by AUX/IAA","Oryza sativa"
"A2WNM0","R-OSA-5608118","Auxin signalling","R-OSA-5608177","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-5608177","Ubiquitination and degradation of AUX/IAA","Oryza sativa"
"A2WNM0","R-OSA-5608118","Auxin signalling","R-OSA-5608104","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-5608104","TIRI-IAA-AUX/IAA interaction (Auxin binds TIR1 and Aux/IAA)","Oryza sativa"
"A2WP38","R-OSA-1119563","UDP-D-xylose biosynthesis","R-OSA-1119681","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1119681","UDP-glucuronate decarboxylase","Oryza sativa"
"A2WP39","R-OSA-1119563","UDP-D-xylose biosynthesis","R-OSA-1119681","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1119681","UDP-glucuronate decarboxylase","Oryza sativa"
"A2WPC2","R-OSA-1119312","Photorespiration","R-OSA-8987464","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-8987464","glycine+NAD+THF -> 5,10-ch2-THF+CO2+NH3+NADH","Oryza sativa"
"A2WPC2","R-OSA-1119312","Photorespiration","R-OSA-1169121","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1169121","pyruvate + CoA-SH + NAD+ => acetyl-CoA + CO2 + NADH + H+","Oryza sativa"
"A2WPC2","R-OSA-1119312","Photorespiration","R-OSA-1120492","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120492","2-oxoglutarate + coA-SH + NAD+ => succinyl-CoA + CO2 + NADH + H+","Oryza sativa"
"A2WPC2","R-OSA-1119351","Mitochondrial pyruvate metabolism","R-OSA-8987464","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-8987464","glycine+NAD+THF -> 5,10-ch2-THF+CO2+NH3+NADH","Oryza sativa"
"A2WPC2","R-OSA-1119351","Mitochondrial pyruvate metabolism","R-OSA-1169121","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1169121","pyruvate + CoA-SH + NAD+ => acetyl-CoA + CO2 + NADH + H+","Oryza sativa"
"A2WPC2","R-OSA-1119351","Mitochondrial pyruvate metabolism","R-OSA-1120492","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120492","2-oxoglutarate + coA-SH + NAD+ => succinyl-CoA + CO2 + NADH + H+","Oryza sativa"
"A2WPC2","R-OSA-1119533","TCA cycle (plant)","R-OSA-8987464","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-8987464","glycine+NAD+THF -> 5,10-ch2-THF+CO2+NH3+NADH","Oryza sativa"
"A2WPC2","R-OSA-1119533","TCA cycle (plant)","R-OSA-1169121","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1169121","pyruvate + CoA-SH + NAD+ => acetyl-CoA + CO2 + NADH + H+","Oryza sativa"
"A2WPC2","R-OSA-1119533","TCA cycle (plant)","R-OSA-1120492","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120492","2-oxoglutarate + coA-SH + NAD+ => succinyl-CoA + CO2 + NADH + H+","Oryza sativa"
"A2WPH1","R-OSA-1112998","Intracellular transport: COPII (Coat Protein 2) mediated vesicle transport","R-OSA-1113220","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1113220","Loss of Sar1p GTPase","Oryza sativa"
"A2WPH1","R-OSA-1112998","Intracellular transport: COPII (Coat Protein 2) mediated vesicle transport","R-OSA-1113222","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1113222","Vesicle uncoating","Oryza sativa"
"A2WPH1","R-OSA-1112998","Intracellular transport: COPII (Coat Protein 2) mediated vesicle transport","R-OSA-1113221","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1113221","Cargo, Sec31p:Sec13p, and v-SNARE recruitment","Oryza sativa"
"A2WPH1","R-OSA-1112998","Intracellular transport: COPII (Coat Protein 2) mediated vesicle transport","R-OSA-1113215","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1113215","Vesicle budding","Oryza sativa"
"A2WPH1","R-OSA-1112998","Intracellular transport: COPII (Coat Protein 2) mediated vesicle transport","R-OSA-1113218","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1113218","Coat Assembly","Oryza sativa"
"A2WPH1","R-OSA-1112998","Intracellular transport: COPII (Coat Protein 2) mediated vesicle transport","R-OSA-1113220","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1113220","Loss of Sar1p GTPase","Oryza sativa"
"A2WPH1","R-OSA-1112998","Intracellular transport: COPII (Coat Protein 2) mediated vesicle transport","R-OSA-1113222","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1113222","Vesicle uncoating","Oryza sativa"
"A2WPH1","R-OSA-1112998","Intracellular transport: COPII (Coat Protein 2) mediated vesicle transport","R-OSA-1113221","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1113221","Cargo, Sec31p:Sec13p, and v-SNARE recruitment","Oryza sativa"
"A2WPH1","R-OSA-1112998","Intracellular transport: COPII (Coat Protein 2) mediated vesicle transport","R-OSA-1113215","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1113215","Vesicle budding","Oryza sativa"
"A2WPH1","R-OSA-1112998","Intracellular transport: COPII (Coat Protein 2) mediated vesicle transport","R-OSA-1113218","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1113218","Coat Assembly","Oryza sativa"
"A2WPI9","R-OSA-1119473","Cytokinins-O-glucoside biosynthesis","R-OSA-1120506","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120506","dihydrozeatin-9-N-glucoside+UDP-D-glucose->dihydrozeatin-9-N-glucoside-O-glucoside+UDP","Oryza sativa"
"A2WPI9","R-OSA-1119473","Cytokinins-O-glucoside biosynthesis","R-OSA-1120018","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120018","dihydrozeatin+UDP-D-glucose->dihydrozeatin-O-glucoside+UDP","Oryza sativa"
